k,n,metric,value,seqMode
8,8,"langContPruneShapeStatePool",54,"unary-cover-no-reassoc"
8,9,"strongTree",1887,"unary-cover-no-reassoc"
8,9,"cubicTree",2303,"unary-cover-no-reassoc"
8,9,"sharedShapeStatePool",108,"unary-cover-no-reassoc"
8,9,"langContPruneShapeStatePool",55,"unary-cover-no-reassoc"
8,10,"strongTree",1990,"unary-cover-no-reassoc"
8,10,"cubicTree",2559,"unary-cover-no-reassoc"
8,10,"sharedShapeStatePool",112,"unary-cover-no-reassoc"
8,10,"langContPruneShapeStatePool",56,"unary-cover-no-reassoc"
8,11,"strongTree",2099,"unary-cover-no-reassoc"
8,11,"cubicTree",2815,"unary-cover-no-reassoc"
8,11,"sharedShapeStatePool",116,"unary-cover-no-reassoc"
8,11,"langContPruneShapeStatePool",57,"unary-cover-no-reassoc"
8,12,"strongTree",2269,"unary-cover-no-reassoc"
8,12,"cubicTree",3057,"unary-cover-no-reassoc"
8,12,"sharedShapeStatePool",120,"unary-cover-no-reassoc"
8,12,"langContPruneShapeStatePool",58,"unary-cover-no-reassoc"
8,13,"strongTree",2370,"unary-cover-no-reassoc"
8,13,"cubicTree",3315,"unary-cover-no-reassoc"
8,13,"sharedShapeStatePool",124,"unary-cover-no-reassoc"
8,13,"langContPruneShapeStatePool",59,"unary-cover-no-reassoc"
8,14,"strongTree",2458,"unary-cover-no-reassoc"
8,14,"cubicTree",3559,"unary-cover-no-reassoc"
8,14,"sharedShapeStatePool",128,"unary-cover-no-reassoc"
8,14,"langContPruneShapeStatePool",60,"unary-cover-no-reassoc"
8,15,"strongTree",2563,"unary-cover-no-reassoc"
8,15,"cubicTree",3807,"unary-cover-no-reassoc"
8,15,"sharedShapeStatePool",132,"unary-cover-no-reassoc"
8,15,"langContPruneShapeStatePool",61,"unary-cover-no-reassoc"
8,16,"strongTree",2691,"unary-cover-no-reassoc"
8,16,"cubicTree",4057,"unary-cover-no-reassoc"
8,16,"sharedShapeStatePool",136,"unary-cover-no-reassoc"
8,16,"langContPruneShapeStatePool",62,"unary-cover-no-reassoc"
8,17,"strongTree",2655,"unary-cover-no-reassoc"
8,17,"cubicTree",4321,"unary-cover-no-reassoc"
8,17,"sharedShapeStatePool",140,"unary-cover-no-reassoc"
8,17,"langContPruneShapeStatePool",63,"unary-cover-no-reassoc"
8,18,"strongTree",2647,"unary-cover-no-reassoc"
8,18,"cubicTree",4571,"unary-cover-no-reassoc"
8,18,"sharedShapeStatePool",144,"unary-cover-no-reassoc"
8,18,"langContPruneShapeStatePool",64,"unary-cover-no-reassoc"
8,19,"strongTree",2649,"unary-cover-no-reassoc"
8,19,"cubicTree",4829,"unary-cover-no-reassoc"
8,19,"sharedShapeStatePool",148,"unary-cover-no-reassoc"
8,19,"langContPruneShapeStatePool",65,"unary-cover-no-reassoc"
8,20,"strongTree",2641,"unary-cover-no-reassoc"
8,20,"cubicTree",5073,"unary-cover-no-reassoc"
8,20,"sharedShapeStatePool",152,"unary-cover-no-reassoc"
8,20,"langContPruneShapeStatePool",66,"unary-cover-no-reassoc"
8,21,"strongTree",2553,"unary-cover-no-reassoc"
8,21,"cubicTree",5325,"unary-cover-no-reassoc"
8,21,"sharedShapeStatePool",156,"unary-cover-no-reassoc"
8,21,"langContPruneShapeStatePool",67,"unary-cover-no-reassoc"
8,22,"strongTree",2659,"unary-cover-no-reassoc"
8,22,"cubicTree",5583,"unary-cover-no-reassoc"
8,22,"sharedShapeStatePool",160,"unary-cover-no-reassoc"
8,22,"langContPruneShapeStatePool",68,"unary-cover-no-reassoc"
8,23,"strongTree",2668,"unary-cover-no-reassoc"
8,23,"cubicTree",5831,"unary-cover-no-reassoc"
8,23,"sharedShapeStatePool",164,"unary-cover-no-reassoc"
8,23,"langContPruneShapeStatePool",69,"unary-cover-no-reassoc"
8,24,"strongTree",2778,"unary-cover-no-reassoc"
8,24,"cubicTree",6065,"unary-cover-no-reassoc"
8,24,"sharedShapeStatePool",168,"unary-cover-no-reassoc"
8,24,"langContPruneShapeStatePool",70,"unary-cover-no-reassoc"
8,25,"strongTree",2746,"unary-cover-no-reassoc"
8,25,"cubicTree",6331,"unary-cover-no-reassoc"
8,25,"sharedShapeStatePool",172,"unary-cover-no-reassoc"
8,25,"langContPruneShapeStatePool",71,"unary-cover-no-reassoc"
8,26,"strongTree",2746,"unary-cover-no-reassoc"
8,26,"cubicTree",6593,"unary-cover-no-reassoc"
8,26,"sharedShapeStatePool",176,"unary-cover-no-reassoc"
8,26,"langContPruneShapeStatePool",72,"unary-cover-no-reassoc"
8,27,"strongTree",2740,"unary-cover-no-reassoc"
8,27,"cubicTree",6845,"unary-cover-no-reassoc"
8,27,"sharedShapeStatePool",180,"unary-cover-no-reassoc"
8,27,"langContPruneShapeStatePool",73,"unary-cover-no-reassoc"
8,28,"strongTree",2642,"unary-cover-no-reassoc"
8,28,"cubicTree",7089,"unary-cover-no-reassoc"
8,28,"sharedShapeStatePool",184,"unary-cover-no-reassoc"
8,28,"langContPruneShapeStatePool",74,"unary-cover-no-reassoc"
8,29,"strongTree",2744,"unary-cover-no-reassoc"
8,29,"cubicTree",7345,"unary-cover-no-reassoc"
8,29,"sharedShapeStatePool",188,"unary-cover-no-reassoc"
8,29,"langContPruneShapeStatePool",75,"unary-cover-no-reassoc"
8,30,"strongTree",2747,"unary-cover-no-reassoc"
8,30,"cubicTree",7587,"unary-cover-no-reassoc"
8,30,"sharedShapeStatePool",192,"unary-cover-no-reassoc"
8,30,"langContPruneShapeStatePool",76,"unary-cover-no-reassoc"
