k,n,metric,value,seqMode
8,160,"strongMemoActiveMaxBucket",268,"unary-cover-no-reassoc"
8,160,"strongMemoActivePairBudget",71825,"unary-cover-no-reassoc"
8,160,"strongMemoStates",40248,"unary-cover-no-reassoc"
8,160,"strongMemoSplitProbes",721921,"unary-cover-no-reassoc"
8,160,"strongMemoSpanBound",2514337,"unary-cover-no-reassoc"
8,160,"strongMemoSplitBound",404808257,"unary-cover-no-reassoc"
8,164,"strongMemoTree",3302,"unary-cover-no-reassoc"
8,164,"strongMemoActiveRows",273,"unary-cover-no-reassoc"
8,164,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,164,"strongMemoActiveMaxBucket",272,"unary-cover-no-reassoc"
8,164,"strongMemoActivePairBudget",73985,"unary-cover-no-reassoc"
8,164,"strongMemoStates",42238,"unary-cover-no-reassoc"
8,164,"strongMemoSplitProbes",776377,"unary-cover-no-reassoc"
8,164,"strongMemoSpanBound",2640825,"unary-cover-no-reassoc"
8,164,"strongMemoSplitBound",435736125,"unary-cover-no-reassoc"
8,168,"strongMemoTree",3240,"unary-cover-no-reassoc"
8,168,"strongMemoActiveRows",277,"unary-cover-no-reassoc"
8,168,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,168,"strongMemoActiveMaxBucket",276,"unary-cover-no-reassoc"
8,168,"strongMemoActivePairBudget",76177,"unary-cover-no-reassoc"
8,168,"strongMemoStates",44276,"unary-cover-no-reassoc"
8,168,"strongMemoSplitProbes",833505,"unary-cover-no-reassoc"
8,168,"strongMemoSpanBound",2770417,"unary-cover-no-reassoc"
8,168,"strongMemoSplitBound",468200473,"unary-cover-no-reassoc"
8,172,"strongMemoTree",3311,"unary-cover-no-reassoc"
8,172,"strongMemoActiveRows",284,"unary-cover-no-reassoc"
8,172,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,172,"strongMemoActiveMaxBucket",283,"unary-cover-no-reassoc"
8,172,"strongMemoActivePairBudget",80090,"unary-cover-no-reassoc"
8,172,"strongMemoStates",46362,"unary-cover-no-reassoc"
8,172,"strongMemoSplitProbes",893369,"unary-cover-no-reassoc"
8,172,"strongMemoSpanBound",2903113,"unary-cover-no-reassoc"
8,172,"strongMemoSplitBound",502238549,"unary-cover-no-reassoc"
8,176,"strongMemoTree",3421,"unary-cover-no-reassoc"
8,176,"strongMemoActiveRows",288,"unary-cover-no-reassoc"
8,176,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,176,"strongMemoActiveMaxBucket",287,"unary-cover-no-reassoc"
8,176,"strongMemoActivePairBudget",82370,"unary-cover-no-reassoc"
8,176,"strongMemoStates",48496,"unary-cover-no-reassoc"
8,176,"strongMemoSplitProbes",956033,"unary-cover-no-reassoc"
8,176,"strongMemoSpanBound",3038913,"unary-cover-no-reassoc"
8,176,"strongMemoSplitBound",537887601,"unary-cover-no-reassoc"
8,180,"strongMemoTree",3397,"unary-cover-no-reassoc"
8,180,"strongMemoActiveRows",292,"unary-cover-no-reassoc"
8,180,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,180,"strongMemoActiveMaxBucket",291,"unary-cover-no-reassoc"
8,180,"strongMemoActivePairBudget",84682,"unary-cover-no-reassoc"
8,180,"strongMemoStates",50678,"unary-cover-no-reassoc"
8,180,"strongMemoSplitProbes",1021561,"unary-cover-no-reassoc"
8,180,"strongMemoSpanBound",3177817,"unary-cover-no-reassoc"
8,180,"strongMemoSplitBound",575184877,"unary-cover-no-reassoc"
8,184,"strongMemoTree",3425,"unary-cover-no-reassoc"
8,184,"strongMemoActiveRows",296,"unary-cover-no-reassoc"
8,184,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,184,"strongMemoActiveMaxBucket",295,"unary-cover-no-reassoc"
8,184,"strongMemoActivePairBudget",87026,"unary-cover-no-reassoc"
8,184,"strongMemoStates",52908,"unary-cover-no-reassoc"
8,184,"strongMemoSplitProbes",1090017,"unary-cover-no-reassoc"
8,184,"strongMemoSpanBound",3319825,"unary-cover-no-reassoc"
8,184,"strongMemoSplitBound",614167625,"unary-cover-no-reassoc"
8,188,"strongMemoTree",3389,"unary-cover-no-reassoc"
8,188,"strongMemoActiveRows",300,"unary-cover-no-reassoc"
8,188,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,188,"strongMemoActiveMaxBucket",299,"unary-cover-no-reassoc"
8,188,"strongMemoActivePairBudget",89402,"unary-cover-no-reassoc"
8,188,"strongMemoStates",55186,"unary-cover-no-reassoc"
8,188,"strongMemoSplitProbes",1161465,"unary-cover-no-reassoc"
8,188,"strongMemoSpanBound",3464937,"unary-cover-no-reassoc"
8,188,"strongMemoSplitBound",654873093,"unary-cover-no-reassoc"
8,192,"strongMemoTree",3423,"unary-cover-no-reassoc"
8,192,"strongMemoActiveRows",304,"unary-cover-no-reassoc"
8,192,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,192,"strongMemoActiveMaxBucket",303,"unary-cover-no-reassoc"
8,192,"strongMemoActivePairBudget",91810,"unary-cover-no-reassoc"
8,192,"strongMemoStates",57512,"unary-cover-no-reassoc"
8,192,"strongMemoSplitProbes",1235969,"unary-cover-no-reassoc"
8,192,"strongMemoSpanBound",3613153,"unary-cover-no-reassoc"
8,192,"strongMemoSplitBound",697338529,"unary-cover-no-reassoc"
8,196,"strongMemoTree",3309,"unary-cover-no-reassoc"
8,196,"strongMemoActiveRows",308,"unary-cover-no-reassoc"
8,196,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,196,"strongMemoActiveMaxBucket",307,"unary-cover-no-reassoc"
8,196,"strongMemoActivePairBudget",94250,"unary-cover-no-reassoc"
8,196,"strongMemoStates",59886,"unary-cover-no-reassoc"
8,196,"strongMemoSplitProbes",1313593,"unary-cover-no-reassoc"
8,196,"strongMemoSpanBound",3764473,"unary-cover-no-reassoc"
8,196,"strongMemoSplitBound",741601181,"unary-cover-no-reassoc"
8,200,"strongMemoTree",3415,"unary-cover-no-reassoc"
8,200,"strongMemoActiveRows",312,"unary-cover-no-reassoc"
8,200,"strongMemoActiveKeys",2,"unary-cover-no-reassoc"
8,200,"strongMemoActiveMaxBucket",311,"unary-cover-no-reassoc"
8,200,"strongMemoActivePairBudget",96722,"unary-cover-no-reassoc"
8,200,"strongMemoStates",62308,"unary-cover-no-reassoc"
8,200,"strongMemoSplitProbes",1394401,"unary-cover-no-reassoc"
8,200,"strongMemoSpanBound",3918897,"unary-cover-no-reassoc"
8,200,"strongMemoSplitBound",787698297,"unary-cover-no-reassoc"
